corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> Meeting in Brasília, Brazil's Chamber of Deputies voted 233-55 to amend that nation's constitution to create a parliamentary system of government, to provide for a Prime Minister of Brazil, and to weaken the powers of the President to no more than a figurehead. </s> 
wikipedia.org | <s> Serbian princes were well known in the 15th century for supporting manuscripts employing scribes and artists to create manuscripts besides icons and frescoes. </s> 
wikipedia.org | <s> The latter, however useful or necessary, created services that perished at the time of production and therefore did not contribute to wealth. </s> 
wikipedia.org | <s> Included on Volume 1 is a half-hour promotional film from early 1969 hosted by Muppet creator Jim Henson's trademark characters Kermit the Frog and Rowlf the Dog that was created to sell the idea to potential sponsors. </s> 
wikipedia.org | <s> The "Shadow Wolves" law enforcement unit was created in 1972 by an Act of Congress, after the U.S. federal government agreed to the Tohono O'odham Nation's demand that the officers have at least one fourth Native American ancestry. </s> 
wikipedia.org | <s> ComicsOne approached noted comic book artist Andy Seto with the idea of creating a two volume manhua-style graphic novel adaptation of the feature film. </s> 
wikipedia.org | <s> The process analyzes the business requirements at the outset, and creates a chain of traceability through the strategy and concept, design, implementation, and ongoing 'manage and measure' phases of the lifecycle to ensure that the business mandate is preserved. </s> 
wikipedia.org | <s> Rather, he created his wife, Lady Xin, empress, and favored her son, Shi Chaoqing (史朝清), considering creating Shi Chaoqing crown prince. </s> 
wikipedia.org | <s> In May 2013, Rao performed in an event focused to create awareness about the effects and influence of tobacco and to raise funds for cancer patients. </s> 
wikipedia.org | <s> The group's dogma is derived from a myth: the deity set out to create paradise, but ran out of power during the process; she will someday be resurrected, thus becoming able to finally create paradise and save mankind. </s> 
wikipedia.org | <s> The Abercromby baronets descend from Humphrey Abercromby of Pitmedden (died circa 1457) and the title was created in the Baronetage of Nova Scotia on 20 February 1636. </s> 
wikipedia.org | <s> On March 31, 2011, Skaggs Island became part of the 13,000-acre (53 km2) San Pablo Bay National Wildlife Refuge, created in 1974 to protect migratory birds, wetland habitat and endangered species. </s> 
wikipedia.org | <s> The exhibition also pays particular attention to art created during the GDR era through works by artists such as Wieland Förster, Werner Stötzer, and Helmut Heinze. </s> 
wikipedia.org | <s> At first the Festival used local halls and churches but in 1967, Britten and Pears created a permanent home at Snape, 5 miles from Aldeburgh, by converting the Victorian maltings into an 832-seat venue. </s> 
wikipedia.org | <s> SocialWorks raises money for social issues that affect Chicago's youth, such as education, homelessness, mental health support, as well as to create spaces and bring visibility to Chicago's artistic community. </s> 
wikipedia.org | <s> SoloPower Systems Inc. technology is used to create ultra-lightweight, thin-film, flexible Solar Panels, based on CIGS (Copper indium gallium selenide). </s> 
wikipedia.org | <s> In genetics and developmental biology, somatic cell nuclear transfer (SCNT) is a laboratory strategy for creating a viable embryo from a body cell and an egg cell. </s> 
wikipedia.org | <s> In December 2004, SAB Ltd acquired 100% of Amalgamated Beverage Industries Limited (ABI), which became the soft drink division of SAB Ltd, and the largest beverage company in South Africa was created . </s> 
wikipedia.org | <s> The Southern Maine Community College campus also has an established arboretum which was created and is maintained by the college, named the Shoreway Arboretum. </s> 
wikipedia.org | <s> Eventually, changes in response to the law assisted in creating a landscape that resulted in the creation of several national Spanish disability sport organizations including this one, which was created in 1993. </s> 
wikipedia.org | <s> Distinguished examples are El buscón, by Francisco de Quevedo, Guzmán de Alfarache by Mateo Alemán, Estebanillo González and the anonymously published Lazarillo de Tormes (1554), which created the genre. </s> 
wikipedia.org | <s> When the unit was created , it had requested training with the US Navy SEALs, but had not been able to do so due to schedule problems. </s> 
wikipedia.org | <s> These schools were specialized in particular sports: soccer, diving, gymnastics, etc. The first children sports school was created in 1934. </s> 
wikipedia.org | <s> As the more complex sound signal is broken into the smaller sub-sounds, different levels are created , where at the top level we have complex sounds, which are made of simpler sounds on lower level, and going to lower levels even more, we create more basic and shorter and simpler sounds. </s> 
wikipedia.org | <s> As a result, several projects dedicated to creating Linux speech recognition programs were begun, such as Mycroft, which is similar to Microsoft Cortana, but open source. </s> 
wikipedia.org | <s> The directors all felt that the film would be one of the few that audiences actually "need" to watch in 3D, due to the immersive nature of the animated world created , and the way that the hand-drawn animation elements designed specifically for the film create a unique experience; Persichetti described the experience as a combination of the effects of an old-fashioned hand-drawn multiplane camera and a modern virtual reality environment. </s> 
wikipedia.org | <s> Unfortunately, due to the aforementioned Rectory Fire in 1965, and the loss of many historic files, the details of as to who or what company or person was in charge of designing and creating the stained glass within both churches are unknown at this time. </s> 
wikipedia.org | <s> The location remained unchanged until line extensions resumed: Line 7 was extended from Porte de la Villette to Fort d'Aubervilliers in 1979 and La Courneuve – 8 mai 1945 in 1987; a branch was created in the south in 1982 to Le Kremlin-Bicêtre and Villejuif – Louis Aragon in 1985. </s> 
wikipedia.org | <s> Orci noted that when trying to create the "gigantic imagery" required by a summer blockbuster, Kurtzman suggested a scene where Enterprise rose from the ocean. </s> 
wikipedia.org | <s> One cannot overstate the power of the tenant in the mid 13th Century, where the Black Death had, virtually overnight, reduced the population of the kingdom by between one-third and one-half, and created a changed economic reality, a seller's market, in which the enormous labour shortages rapidly brought about the destruction of the servitude of feudalism, and instituted the rise of a money-based economy to replace it, in which money payments displaced traditional feudal services. </s> 
wikipedia.org | <s> A statutory corporation is defined in the government glossary as a "statutory body that is a body corporate, including an entity created under section 87 of the PGPA Act" (i.e. a statutory authority may be a statutory corporation). </s> 
wikipedia.org | <s> The main difference between SMR and ATR is that SMR only uses air for combustion as a heat source to create steam, while ATR uses purified oxygen. </s> 
wikipedia.org | <s> In January 1997, Luecke became mayor of South Bend, filling the vacancy created by the departure of Mayor Joe E. Kernan, who had become lieutenant governor. </s> 
wikipedia.org | <s> The Linkage editor creates and replaces load modules in a partitioned data set from a combination of control cards, object modules other load modules. </s> 
wikipedia.org | <s> Soon after their departure, the Missionaries of the Sacred Heart also known as the Dutch Fathers, succeeded them, created the parish of Surigao, and made the Escuela Catolica de San Nicolas a parochial school which later became San Nicolas College. </s> 
wikipedia.org | <s> The Sutherland Trophy was created in 1958 by the British Film Institute as an annual award for "the maker of the most original and imaginative film introduced at the National Film Theatre during the year". </s> 
wikipedia.org | <s> Sweat is an Australian drama television series created by John Rapsey and produced by Barron Entertainment in association with the Australian Broadcasting Corporation in Perth. </s> 
wikipedia.org | <s> By creating a logo on a grid and using the theory of symmetry, designers can organize their work, create a symmetric or asymmetrical design, determine the space between letters, determine how much negative space is required in the design, and how to accentuate parts of the logo to make it stand out. </s> 
wikipedia.org | <s> He has collaborated with artists such as Vik Muniz in the Colonies series, where he developed a photolithography based printing process to create intricate patterns out of both bacterial and cancer cells. </s> 
wikipedia.org | <s> At one eighth of the Talbot length, the period and size of the images is halved again, and so forth creating a fractal pattern of sub images with ever-decreasing size, often referred to as a Talbot carpet. </s> 
wikipedia.org | <s> She has also directed theater at The New Group, worked with teens creating a sex-education film for the nonprofit organization Scenarios, and directed a series of public service announcements for Amnesty International. </s> 
wikipedia.org | <s> Iso created a composite system based on the techniques of the Yoshin-ryu, Shin no Shinto-ryu and his experience and founded his own tradition called the Tenjin Shin'yo ryu around 1800. </s> 
wikipedia.org | <s> The original line-up consisted of Jenny Sparks, a British woman who could generate and turn into electricity; Jack Hawksmoor, who was psychically bonded to cities in order to communicate with them and receive powers from them; Swift, a Tibetan woman who possessed wings and sharp talons; Apollo, a bio-engineered Superman pastiche; Midnighter, a bio-engineered Batman pastiche who possessed the ability to foresee his opponents' moves in combat; The Engineer, a scientist who had replaced her blood with nine pints of nanotechnology and could create solid objects with it; and The Doctor, a Dutch drug addict and shaman who possessed the combined powers of the hundreds of shamans who came before him. </s> 
wikipedia.org | <s> Larger plants also create a favourable environment for predatory fish such as pike, which eat planktivorous fish, continuing to control their numbers. </s> 
wikipedia.org | <s> Her grandson, King George V, gave the same permission for the Royal Canadian Navy when it was created in 1911, as did his son, King Edward VII, for the Royal Canadian Air Force six years after it was established in 1918. </s> 
wikipedia.org | <s> He has been planting devices around the school to create a time displacement vortex as to send the robot far into the future where it cannot harm anyone, and has an invisibility watch to help approach it. </s> 
wikipedia.org | <s> On July 1, 2012, the Las Vegas and Las Vegas West Missions were realigned, and the Nevada Reno Mission was created . </s> 
wikipedia.org | <s> She also wrote that throughout the song, Yuri "plays up her airy tone, vacillating between piano-backed croons and dramatic belts over whirring synths as she pulls back and lets loose, letting her vocals blend with pulsating, rumbling beats, and one-off quirks, like the popping sound of a champagne bottle being opened, to create a soundscape of a dreamy night out". </s> 
wikipedia.org | <s> Seeking to exercise more direct control over the village, however, the Count split the village off and created a separate ambacht called Haagambacht, governed directly by the Counts of Holland. </s> 
wikipedia.org | <s> According to the crew, Foley's character was originally named Bruno Puntz, but when the writers decided to change his last name to Jones, they wrote the word "Jones" in without deleting "Puntz", accidentally creating a compound name. </s> 
wikipedia.org | <s> After a talk with Tarzan and Jane, he creates a novel (in comparison to the real version of it), and his boss says everyone will remember him by it. </s> 
wikipedia.org | <s> The animated film was created almost entirely by MacFarlane alone, with the exception being the live action sequence, which was filmed by classmates Sean Leahy and Greg Scalzo. </s> 
wikipedia.org | <s> Between the years of 1785 and 1788, Goya created works that depicted executives and their families from the Bank of San Carlos (el Banco Nacional de San Carlos) in Spain. </s> 
wikipedia.org | <s> When the Slowsky fad reached its peak, the Slowskys Website created a fictional campaign in which the Slowsky couple traveled around their block in an old fashioned political circuit. </s> 
wikipedia.org | <s> Most of the human population perishes, and its works are rendered unusable: cities, farms, etc. The few survivors witness the Moon interposing before the traveling star, creating a weak eclipse, as it is permanently removed from its steady orbit about the Earth into a new, more distant orbit. </s> 
wikipedia.org | <s> The dinosaur scientists, however, later took recovered genetic material from Bill and Scooter, spliced it together, then doubled the X-chromosome to create a female. </s> 
wikipedia.org | <s> After the lead artist created an overarching style guide later in development, he was able to articulate a more detailed and specific design by "select around 15 tracks from various artists that he felt were a good fit". </s> 
wikipedia.org | <s> The band was established in London in 1966, when Riki Maiocchi of I Camaleonti fame decided to create a new band to explore the new opportunities brought about by the advent of psychedelic rock. </s> 
wikipedia.org | <s> For effects like fire, equipment is brought in to create flames and smoke and is usually operated by a licensed special effects operator. </s> 
wikipedia.org | <s> Together with his sponsor he created a team that was only focused on qualifying for the 2004 Summer Olympics. 2003 was also his first season as a full professional rider. </s> 
wikipedia.org | <s> The document was created as a result of the threat by Ayatollah Khamenei of "hard revenge" loosed mayhem in the political corridors of Iran. </s> 
wikipedia.org | <s> On May 1, 1909, Oregon Governor Frank W. Benson appointed McBride to the state supreme court to fill the vacancy created when justice Robert S. Bean resigned. </s> 
wikipedia.org | <s> Following the Nationalists' loss in the 1930 election, Bavin continued to lead the party until 1932, when he joined the newly created United Australia Party. </s> 
wikipedia.org | <s> Gerrit Smith, a wealthy abolitionist and land owner, gave away 120,000 acres of land to 3,000 black New Yorkers in 40 acre lots, creating the community of Timbuctoo. </s> 
wikipedia.org | <s> Created in late 1917 by 171st Tunnelling Company after the Battle of Passchendaele, it was 14 metres (46 ft) below Flanders and functioned as a brigade HQ. </s> 
wikipedia.org | <s> In the Marvel Comics Universe, Titan is home to a colony of Eternals, a godlike race of men and women created from primitive humans by the powerful 'space gods' the Celestials as part of an experiment, and also spawned the super villain Thanos, and the final resting place of Mar-vell. </s> 
wikipedia.org | <s> Though the band made an effort to write material while they were together at festival dates in 2015, most of the album was created virtually. </s> 
wikipedia.org | <s> He once possessed alien technology that he stole from the Stranger's world, and could utilize it to create synthezoid robots, among other uses. </s> 
wikipedia.org | <s> This settlement included payments to states, restrictions on advertisements, and free access to internal industry research, although some have criticized the settlement for shielding the industry from future lawsuits, granting a monopoly to the largest tobacco companies, creating "client states" dependent on settlement payments, and shifting the cost of cigarettes to individual smokers rather than companies. </s> 
wikipedia.org | <s> The innovative and interactive format it created changed children's programming, including its most important influence Sesame Street, which changed its format in 2002 to be more interactive. </s> 
wikipedia.org | <s> He painted one of the vases found in the tomb, however he is not believed to have created the famous fresco paintings. </s> 
wikipedia.org | <s> This creates further difficulties for Demane, as officers who dismissed the runt to his care now envy him his heavyweight dragon and attempt to suborn Kulingile from him. </s> 
wikipedia.org | <s> So he created an entirely new conceptual stratagem for Yellow Movies whereby the physical aging and transformation of the emulsion itself would constitute a definitively slow-motion moving picture over such an extended period of time. </s> 
wikipedia.org | <s> According to the Wikimedia Foundation, Wikipedia's parent company, the article "The Military history of Puerto Rico" created by Santiago, is ranked #4 among the featured articles in depth and high quality. </s> 
wikipedia.org | <s> Veteran 20th Century Fox executive Darryl F. Zanuck, who had earlier produced The Longest Day (1962), wanted to create an epic that depicted what "really happened on December 7, 1941", with a "revisionist's approach". </s> 
wikipedia.org | <s> Alongside the art created at "Bezalel", which was characterized by decorative motifs and the influence of ars nova, the young Land-of-Israel artists produced works of art that reflected a variety of modernist influences. </s> 
wikipedia.org | <s> Guermonprez combined the painterly possibilities of silkscreen with the structural geometry implicit in warp and weft to create fiber wall hangings that are both texturally rich and delicately drawn. </s> 
wikipedia.org | <s> Yuge wanted to create a scrolling shooter game where players would become increasingly better at the more they were able to remember specific stage designs and secrets, focusing on creating sections in levels that required a specific weapon to defeat certain enemies, while Uemura stated that the project was developed in conjunction with Hellfire. </s> 
wikipedia.org | <s> Predecessor Komet Arsten was formed in 1896 out of the earlier sides Germania Arsten and Brema Arsten and joined Verein für Bewegungsspiele Arsten in 1919 to create VfB Komet Arsten. </s> 
wikipedia.org | <s> Separately, new social media companies such as Parler were created to cater specifically to conservative and right-leaning voices that felt that Twitter and other social media companies were suppressing their voice. </s> 
wikipedia.org | <s> The Toltec created the first sizable Mexican empire after the fall of Teotihuacan, and their capital was referred to by the same name as a reference to the earlier greatness of Teotihuacan. </s> 
wikipedia.org | <s> He told BBC Radio 4's The Film Programme that he "did not feel good" about suggesting that Americans, rather than the British, had captured the naval Enigma cipher: "It was a distortion...a mercenary decision...to create this parallel history in order to drive the film for an American audience. </s> 
wikipedia.org | <s> The work falls into two large parts (b. 1–134 and 134–382), suggesting a binary form (especially with the repeat of the entire section A) but the form is created cumulatively from a succession of fifteen thematically based smaller sections (four in the first part and eleven in the second) in a non-functional harmonic context (Volpe 2001, 316–18). </s> 
wikipedia.org | <s> In August 1994, three years after the Soviet Union collapsed, he decided to serve in the newly created Armed Forces of Belarus. </s> 
wikipedia.org | <s> Many small-scale deployments of rooftop photovoltaic panels tend to multiply the effect of the intermittency of solar generation – creating a problem for grid operators. </s> 
wikipedia.org | <s> In the 1960s groups of Muslim university students created student associations and cultural centers, evolving into the "Muslim Students Union of Spain". </s> 
wikipedia.org | <s> The UAC was created on 20 February 2006 by Russian President Vladimir Putin in Presidential Decree No. 140 by merging shares from Ilyushin, Irkut, Mikoyan, Sukhoi, Tupolev, and Yakovlev as a new joint-stock company named the OJSC United Aircraft Corporation in order to optimize production and minimize losses. </s> 
wikipedia.org | <s> Even before the attack, the Council of National Defense was reactivated by President Roosevelt and created the Division of State and Local Cooperation to further assist the Council's efforts. </s> 
wikipedia.org | <s> Mass Effect 2: In 2184, President Christopher Huerta of the United North American States ( created by the merger of the United States, Canada, and Mexico) suffers a severe stroke that renders him legally dead for 90 minutes; his mental functions were transferred to a computer system to keep them viable while his body is saved, then subsequently returned. </s> 
wikipedia.org | <s> The US-Mexico Border Program was also created by the agreement and placed under the management of EPA (through its Region 6 and 9 offices) to correct the oversights of previous institutions and give guidance to cross-border environmental policy. </s> 
wikipedia.org | <s> In July 1998, Gainax released a CD-ROM entitled Aoki Uru Frozen Designs Collection containing the visual and script content created during the 1992–93 project, with a new commentary added as a QuickTime file. </s> 
wikipedia.org | <s> According to the model described, vWorker was not a freelance marketplace in a traditional sense where workers created works on their own initiative, and then try to market and sell them while keeping the copyright to their work. </s> 
wikipedia.org | <s> I think what happened maybe is the size sort of is creating that, Canada is so big that bands have to try harder to get noticed...no one's going to hear your music if you don't travel far enough. </s> 
wikipedia.org | <s> On October 20, 1936, the Commonwealth Act No. 58 creating the City of Cebu was approved and subsequently signed into law by President Manuel Quezon. </s> 
wikipedia.org | <s> Landcare was created in 1986 and grew from groups of Victorian farmers coming together to tackle natural resource management issues on a district and regional basis. </s> 
wikipedia.org | <s> While most World War II films were created for training purposes, films such as Victory Through Air Power were created to catch the attention of government officials and to build public morale among the U.S. and Allied powers. </s> 
wikipedia.org | <s> As with geometric patterning in this phase, the visual thrust of the Borre Style results from the filling of available space: ribbon animal plaits are tightly interlaced and animal bodies are arranged to create tight, closed compositions. </s> 
wikipedia.org | <s> Creating a cloud with his breath he observed a sudden and heretofore unseen bluish haze that suddenly turned into millions of microscopic ice crystals that dazzled him in the strobe lit chamber. </s> 
wikipedia.org | <s> Rachel generally oversees it which tends to entail her creating many, many versions of an image, each one almost imperceivably different to the next. </s> 
wikipedia.org | <s> But exhibitors knew their audience, and could see that digital projection was only a replacement technology, creating new financial liabilities, and not new revenue. </s> 
wikipedia.org | <s> It was created in 1717 for Alan Brodrick, 1st Baron Brodrick, the Lord Chancellor of Ireland and former Speaker of the Irish House of Commons. </s> 
wikipedia.org | <s> Results showed that objects with high semantic relevance, such as artefacts, created an increase in activation compared to objects with low semantic relevance, such as natural objects. </s> 
wikipedia.org | <s> Meanwhile, the force finds out who the Drule agent is and must battle a giant robeast that was created from the stage using "Tech Ninja Voltron", Pidge's green-center form of Voltron with "Boomerang Shield". </s> 
wikipedia.org | <s> The 12 ft x 21 ft carved replica frame was created using this photo by Eli Wilner & Company in New York City. </s> 
wikipedia.org | <s> Tambon Wat Bot was separated from the Phrom Phiram District and created as a minor district (king amphoe) on 1 January 1948. </s> 
wikipedia.org | <s> Meanwhile, Chu, himself by now developing a reputation for offering adverse advice, was pointing out that Emperor Taizong's favors for Li Tai were creating uncertainties for officials, and Emperor Taizong, trying to stem the rumors that Li Tai would displace Li Chengqian, appointed Wei as a senior advisor to Li Chengqian. </s> 
wikipedia.org | <s> The Kirk party created the Western Association in 1648, modelling it on the English Parliament associations (such as the Eastern Association). </s> 
wikipedia.org | <s> New York City-based photographer Paul Barbera, whose background is shooting interiors for such magazines as Elle Decor and Vogue's Living, created the book to give readers an insight into the sometimes chaotic studios of creative professionals. </s> 
wikipedia.org | <s> These programs were chosen due to their community outreach programs, as the school plans to create a community atmosphere between students, faculty, and the general community. </s> 
wikipedia.org | <s> During his term, state senator William Goebel proposed an election law that created a state Board of Elections which was empowered to appoint all election officers in every county and certify all election results. </s> 
wikipedia.org | <s> Designed and created by Thomas Lyte, the trophies are made from sterling silver and feature engraving detail with the logos of the competing countries. </s> 
wikipedia.org | <s> It would be interesting to think about an HIV patent pool being created in South Africa, for example, to permit access into the market for products that treat HIV, or to create a US R&D patent pool that all recipients of US NIH funds could be required to join. </s> 
wikipedia.org | <s> He had the urge to create these works out of a feeling that many of his daily habits result from certain mass obsessions. </s> 
wikipedia.org | <s> As the two duelists face off on the castle roof, Kaiba hatches a plan to fuse all three of his Blue-Eyes White Dragons and create the Blue-Eyes Ultimate Dragon. </s> 
wikipedia.org | <s> He also worked as a conservator-restorer on the Vorontsov Palace in Crimea and planned to create a Museum of Naval Glory there with a panoramic view, although this never happened. </s> 
wikipedia.org | <s> Shortly after the 1917 October Revolution the newly forming Soviet Union would outlaw Hebrew and create the conditions for Hebrew literary endeavors becoming an illegal and dangerous activity. </s> 
wikipedia.org | <s> But when he finds undead monsters created by Pago, Gerapen is horrified and at first refuse to believe Pago is responsible, but when he sees Pago's disturbing acts for himself, Gerapen realize Pago tricked him all along and assists Koinzell to end his "brother's" life. </s> 
wikipedia.org | <s> He created history by holding three different designations in the same university as, </s> 
wikipedia.org | <s> "Son of Wake Forest legend looks to create his own legacy". </s> 
wikipedia.org | <s> Brentford and Isleworth (newly created seat) (to form eastern part of) </s> 
wikipedia.org | <s> ^ "St. Louis strives to create an air freight hub to China". </s> 
wikipedia.org | <s> etree.org was created because collectors and curators of live music recordings historically faced four related problems: </s> 
wikipedia.org | <s> ^ "Maria Shriver creates first coloring book for people with Alzheimer's". </s> 
wikipedia.org | <s> ^ "Senators, fan team up to create a new vintage look". </s> 
wikipedia.org | <s> The following is a list of raster graphic applications capable of creating and editing icons: </s> 
wikipedia.org | <s> Hertz' plot of standing waves created when radio waves are reflected from a sheet of metal </s> 
wikipedia.org | <s> 45 - Cortana Express ( created in fall 2009; eliminated on March 30, 2014) </s> 
wikipedia.org | <s> JFTC (Joint Force Training Centre NATO in Bydgoszcz) – created in 2004, </s> 
wikipedia.org | <s> The artist/reformer was also proficient at creating linocuts and woodcuts with obvious propagandistic intent. </s> 
wikipedia.org | <s> "Nippon Shokken to create more than 100 jobs in West Sac". dailydemocrat.com. </s> 
wikipedia.org | <s> Pius V created 21 cardinals in three consistories including Felice Piergentile who would become Pope Sixtus V. </s> 
wikipedia.org | <s> She collaborated with Steve McQueen to create clothes that made McQueen "the king of cool." </s> 
wikipedia.org | <s> "Audi creates green 'e-diesel fuel of the future' using just carbon dioxide and water". </s> 
wikipedia.org | <s> "Looking beyond 'Transformers,' Hasbro wants to create its own Marvel-sized movie universe". </s> 
wikipedia.org | <s> Chain of 22 convenience shops created by Haldanes after purchasing shops from Netto; went into administration in 2012 </s> 
wikipedia.org | <s> 0300 UTC - The JMA upgrades 15W to Tropical Storm Talas as it creates a large eye. </s> 
wikipedia.org | <s> " Create an Account - Great Grandmaster Villari". villari.com. </s> 
wikipedia.org | <s> ^ a b c d e "Bermuda 2 revisions create 12 new US gateways and agreement on Gatwick". </s> 
wikipedia.org | <s> Triangle of auscultation (shown in pink) of the Visible Human Male, created in the VH Dissector </s> 
wikipedia.org | <s> include links that refer to their own parent folders, such as creating hard link which points to either or , or </s> 
wikipedia.org | <s> Poetry is meant to focus on different questions and contribute a new narrative to how knowledge is perceived and created ." </s> 
wikipedia.org | <s> The original architect is not known, but the designs were created in the 1830s/1840s for the family Steengracht. </s> 
wikipedia.org | <s> In response the label created a Twitter bot (@NapalmDeathBot) which sends an hourly tweet with the price of bitcoin. </s> 
wikipedia.org | <s> "The Bee in the City statues are creating a stir in Manchester - here's some of your pictures". </s> 
wikipedia.org | <s> ^ "FRANKENSTEIN CREATED BIKERS NOMINATED FOR FIVE AWARDS AT GENRE BLAST 2016". </s> 
wikipedia.org | <s> ^ "Tourism Opens New Doors, Creates New Challenges, for Traditional Healers in Peru". </s> 
wikipedia.org | <s> He was also deeply involved with the argument over copyright infringement and piracy, both creating and fighting "Irish editions." </s> 
wikipedia.org | <s> "Telegram's New Platform Lets Developers Create Smart Message Bots With Multiple Uses". </s> 
wikipedia.org | <s> ^ The 'Pinking' of Viagra Culture: Drug Industry Efforts to Create and Repackage Sex Drugs for Women </s> 
wikipedia.org | <s> ^ I. Balenovich, A. Seletkovich, et al. Comparison of Classical Terrestrial and Photogrammetric Method in Creating Management Division. </s> 
wikipedia.org | <s> World Channel on 10.2, Create on 10.3, PBS Kids on 10.4, SDPB Radio on 10.5, SDPB Classical on 10.6 </s> 
wikipedia.org | <s> Moxi Junction - Creating A 'Life' For Special Needs Young Adults on YouTube, from Hatteberg's People on KAKE TV news </s> 
wikipedia.org | <s> By the end of the 1980s, Fischli/Weiss had expanded their repertoire to embrace an iconography of the incidental, creating deadpan photographs of kitsch tourist attractions and airports around the world. </s> 
wikipedia.org | <s> 2003, Associated Church Press (ACP): An Award of Excellence, the highest award in the Humor Graphic category, presented to the Adventist Review for "The Tightrope," created by Ralph Butler, for the January 2002 issue </s> 
wikipedia.org | <s> In May 2016, Al-Rumaihi was put in charge of a new internal division of QIA called Qatar Investments, created "to bring greater oversight by having a single person in charge." </s> 
wikipedia.org | <s> Although the af2 played its tenth season in 2009, a conference call in December 2008 resulted in enough votes from owners and cooperation from the AFLPA for the AFL to suspend the entire 2009 season in order to create "a long-term plan to improve its economic model." </s> 
wikipedia.org | <s> However, in the beginning of 2009, Mitsubishi Chemical Holdings was reported to be developing its own artificial photosynthesis research by using sunlight, water and carbon dioxide to " create the carbon building blocks from which resins, plastics and fibers can be synthesized." </s> 
wikipedia.org | <s> "We stayed true to the locale of the festival, and created a crazy all Vegas show for a Vegas festival." </s> 
wikipedia.org | <s> Sarotte, Mary Elise (2014) . The Struggle to Create Post-Cold War Europe (Second Edition) Princeton: Princeton University Press, </s> 
wikipedia.org | <s> Savelyev's 2006 report, devoting 280 pages to determining responsibility for the initial blast, concludes that the authorities decided to storm the school building, but wanted to create the impression they were acting in response to actions taken by the terrorists. </s> 
wikipedia.org | <s> English astronomer Fred Hoyle is credited with coining the term "Big Bang" during a talk for a March 1949 BBC Radio broadcast, saying: "These theories were based on the hypothesis that all the matter in the universe was created in one big bang at a particular time in the remote past." </s> 
wikipedia.org | <s> On the right, meanwhile, rallied those who staunchly supported the institutions that created prosperity but who shrank from the social dynamism they were unleashing." </s> 
wikipedia.org | <s> The designation BWV, an abbreviation of Bach-Werke-Verzeichnis, which Schmieder created , is more usual for Bach's works, but S numbers are found in some older references; subsequent 2nd and 3rd editions are mostly reprints </s> 
wikipedia.org | <s> The Mathematics of the Models of Reference– created by iLabs founder Gabriele Rossi and developed with Francesco Berto and Jacopo Tagliabue–features an original 2D/3D universe based on a new "rhombic dodecahedron-based" lattice and a unique rule. </s> 
wikipedia.org | <s> Martin Scorsese identified Nolan as a filmmaker creating "beautifully made films on a big scale", and Luca Guadagnino called him "one of the ultimate auteurs." </s> 
wikipedia.org | <s> "Smoky-voiced Buika brings 'a little bit of everything' to the time event was created as an interactive experiment, investigating strategies for creating a full length opera celebrating the life and death of the artist Julia Pastrana. </s> 
wikipedia.org | <s> (As Emperor Wuzong later would allege, he believed that Li Rong flattered Consort Yang in order to receive her favor.) When Emperor Wenzong asked for the chancellors' opinions, however, Li Jue opposed this, so Emperor Wenzong instead created Li Chengmei the Prince of Chen, the son of his older brother Emperor Jingzong, as Crown Prince. </s> 
wikipedia.org | <s> The most important term by which to select the next node for contraction is therefore the net number of edges added when contracting a node x {\displaystyle x} . This is defined as A ( x ) − | { ( u , x ) : ( u , x ) ∈ E } | {\displaystyle A(x)-|\{(u,x):(u,x)\in E\}|} where A ( x ) {\displaystyle A(x)} is the number of shortcuts that would be created if x {\displaystyle x} were to be contracted and | { ( u , x ) : ( u , x ) ∈ E } | {\displaystyle |\{(u,x):(u,x)\in E\}|} is the number of edges incident to x {\displaystyle x} . Using this criteria alone a linear path would result in a linear hierarchy (many levels) and no created shortcuts. </s> 
wikipedia.org | <s> ^ "Decree 827/1960, of May 4, which creates the Directorate-General for Civil Protection" (PDF). www.boe.es. 9 May 1960. </s> 
wikipedia.org | <s> "Splitting the thaum" revealed that it was in fact composed of numerous sub-particles, called resons ("thingies") which in turn are created from a combination of up to five "flavours": up, down, sideways, sex appeal, and peppermint (parodying the real-world quarks). </s> 
wikipedia.org | <s> Since then, Riggs has contributed much less to the band's artwork, creating part of one studio album, one single and two compilation covers, while the band have employed a number of different artists: </s> 
wikipedia.org | <s> Nevis characterized it as a "hands-on goal is to create tools that will enrich our participants' lives with greater self awareness, interpersonal and professional skills." </s> 
wikipedia.org | <s> With its progressive economic program ( creating an alternative to capitalism, "redeeming" the proletariat), it was in open conflict with the Catholic high clergy who accused it of disrespecting the Church's leadership and siding with communists. </s> 
wikipedia.org | <s> The general field ψ ( x ) {\displaystyle \psi (x)} is now seen to be a weighted (by the energy factor) summation over all possible spins and momenta for creating fermions and antifermions. </s> 
wikipedia.org | <s> Film4 gave the film 3.5/5, saying that the wartime neutrality of Sweden theme and anxieties about migration (Becket dishonestly sneaking into Sweden and creating a master race) made the reviewer uncomfortable and it took away some of the fun. </s> 
